1686736756,-6298.949543776922
1686736757,-6297.592848693486
1686736758,-6294.866860423004
1686736759,-6292.115578341996
1686736760,-6289.3388055518735
1686736761,-6286.536343704211
1686736762,-6283.70799226407
1686736763,-6280.853548779385
1686736764,-6277.972808954539
1686736765,-6275.065566154197
1686736766,-6272.131612117402
1686736767,-6269.170736576896
1686736768,-6266.182726722676
1686736769,-6263.167367554037
1686736770,-6260.12444278202
1686736771,-6257.053733397741
1686736772,-6253.955018240958
1686736773,-6250.828073867131
1686736774,-6247.6726749402005
1686736775,-6244.488594083581
1686736776,-6241.275600903202
1686736777,-6238.0334628757555
1686736778,-6234.761945888866
1686736779,-6231.460813283222
1686736780,-6228.129825206706
1686736781,-6224.768740050029
1686736782,-6221.377314459765
1686736783,-6217.955301544629
1686736784,-6214.502452208428
1686736785,-6211.018515239935
1686736786,-6207.503236746648
1686736787,-6203.956360333366
1686736788,-6200.377626778558
1686736789,-6196.7667747505475
1686736790,-6193.12354002893
1686736791,-6189.447655616095
1686736792,-6185.738852144219
1686736793,-6181.996857356979
1686736794,-6178.22139613796
1686736795,-6174.412190953502
1686736796,-6170.568961483659
1686736797,-6166.691424290184
1686736798,-6162.779293341562
1686736799,-6158.832279377384
1686736800,-6154.850090583786
1686736801,-6150.832432377152
1686736802,-6146.779006707249
1686736803,-6142.689512904501
1686736804,-6138.563647161238
1686736805,-6134.401102596428
1686736806,-6130.201569341589
1686736807,-6125.964734092355
1686736808,-6121.69028110127
1686736809,-6117.377890679287
1686736810,-6113.027239976684
1686736811,-6108.63800348877
1686736812,-6104.209851920139
1686736813,-6099.742453058017
1686736814,-6095.235470973654
1686736815,-6090.688566342229
1686736816,-6086.1013968624175
1686736817,-6081.473616447533
1686736818,-6076.804875279311
1686736819,-6072.094820535975
1686736820,-6067.343095811084
1686736821,-6062.549340783851
1686736822,-6057.713191532763
1686736823,-6052.834280718584
1686736824,-6047.91223726375
1686736825,-6042.94668618869
1686736826,-6037.937248684699
1686736827,-6032.883542530937
1686736828,-6027.785181422019
1686736829,-6022.6417750942055
1686736830,-6017.452929283259
1686736831,-6012.218246087432
1686736832,-6006.937323928345
1686736833,-6001.609755872982
1686736834,-5996.235131818568
1686736835,-5990.813038271386
1686736836,-5985.343056336045
1686736837,-5979.824763189303
1686736838,-5974.257732414873
1686736839,-5968.641532938927
1686736840,-5962.975729262922
1686736841,-5957.25988133857
1686736842,-5951.493545108009
1686736843,-5945.676272339188
1686736844,-5939.807609928772
1686736845,-5933.887100180378
1686736846,-5927.914281121688
1686736847,-5921.888686175458
1686736848,-5915.80984393158
1686736849,-5909.677278381307
1686736850,-5903.49050886021
1686736851,-5897.24905025796
1686736852,-5890.9524118851405
1686736853,-5884.600099011324
1686736854,-5878.191611776361
1686736855,-5871.726444901433
1686736856,-5865.204089221777
1686736857,-5858.624029592378
1686736858,-5851.985745947808
1686736859,-5845.288713725284
1686736860,-5838.532402617624
1686736861,-5831.71627772972
1686736862,-5824.839798756177
1686736863,-5817.902419558261
1686736864,-5810.903589485679
1686736865,-5803.84275218402
1686736866,-5796.719345851103
1686736867,-5789.532803849783
1686736868,-5782.282553434605
1686736869,-5774.968016551575
1686736870,-5767.588609755039
1686736871,-5760.143743871013
1686736872,-5752.632824526168
1686736873,-5745.055251042591
1686736874,-5737.410417319043
1686736875,-5729.697711740155
1686736876,-5721.916517006466
1686736877,-5714.066209486686
1686736878,-5706.146159936907
1686736879,-5698.15573361842
1686736880,-5690.094289393397
1686736881,-5681.961180439917
1686736882,-5673.755753725069
1686736883,-5665.477350342902
1686736884,-5657.125305438298
1686736885,-5648.698948108358
1686736886,-5640.197600961546
1686736887,-5631.620580852497
1686736888,-5622.967198300408
1686736889,-5614.236757343519
1686736890,-5605.428556039464
1686736891,-5596.541886654566
1686736892,-5587.576034374419
1686736893,-5578.530278053135
1686736894,-5569.403890889138
1686736895,-5560.196139463573
1686736896,-5550.906283620046
1686736897,-5541.533576685237
1686736898,-5532.0772662376985
1686736899,-5522.5365930320695
1686736900,-5512.910791276256
1686736901,-5503.199088530615
1686736902,-5493.400706227869
1686736903,-5483.514858963434
1686736904,-5473.540755014168
1686736905,-5463.477595993318
1686736906,-5453.324577085092
1686736907,-5443.080886762124
1686736908,-5432.745706747053
1686736909,-5422.318212802289
1686736910,-5411.7975736568915
1686736911,-5401.182951627532
1686736912,-5390.473502057139
1686736913,-5379.668374437722
1686736914,-5368.766711298609
1686736915,-5357.767648216453
1686736916,-5346.670315273106
1686736917,-5335.473835381563
1686736918,-5324.177324804012
1686736919,-5312.779893505969
1686736920,-5301.280645192135
1686736921,-5289.678677164717
1686736922,-5277.973079907591
1686736923,-5266.162937722402
1686736924,-5254.2473289414775
1686736925,-5242.225325227482
1686736926,-5230.0959918880835
1686736927,-5217.858388302033
1686736928,-5205.51156767935
1686736929,-5193.054577266565
1686736930,-5180.486457926687
1686736931,-5167.806244590669
1686736932,-5155.012966587092
1686736933,-5142.105647129472
1686736934,-5129.0833035761025
1686736935,-5115.94494794542
1686736936,-5102.6895866501145
1686736937,-5089.316220107954
1686736938,-5075.823843491264
1686736939,-5062.21144720912
1686736940,-5048.478015779052
1686736941,-5034.622528796084
1686736942,-5020.643960844842
1686736943,-5006.541281757876
1686736944,-4992.313456490403
1686736945,-4977.9594454455655
1686736946,-4963.478204546729
1686736947,-4948.868685106281
1686736948,-4934.129834808293
1686736949,-4919.260596767417
1686736950,-4904.259910110151
1686736951,-4889.1267109455075
1686736952,-4873.859931384446
1686736953,-4858.458499939181
1686736954,-4842.92134273937
1686736955,-4827.247382304631
1686736956,-4811.435538439895
1686736957,-4795.484728505951
1686736958,-4779.393867524108
1686736959,-4763.161868790397
1686736960,-4746.787643286865
1686736961,-4730.270100214984
1686736962,-4713.608147724415
1686736963,-4696.800693098106
1686736964,-4679.846642426215
1686736965,-4662.744901052443
1686736966,-4645.494374541333
1686736967,-4628.0939682036405
1686736968,-4610.542587662232
1686736969,-4592.839139467222
1686736970,-4574.982530799927
1686736971,-4556.971670425613
1686736972,-4538.805468215374
1686736973,-4520.482836632524
1686736974,-4502.00269074121
1686736975,-4483.3639473454095
1686736976,-4464.565527274273
1686736977,-4445.606354817166
1686736978,-4426.485357661499
1686736979,-4407.201468024519
1686736980,-4387.753623238299
1686736981,-4368.140765616321
1686736982,-4348.361843298539
1686736983,-4328.4158103931695
1686736984,-4308.301627415582
1686736985,-4288.018262293423
1686736986,-4267.564690378378
1686736987,-4246.939895310788
1686736988,-4226.142869165866
1686736989,-4205.172612869879
1686736990,-4184.028137514018
1686736991,-4162.708464266849
1686736992,-4141.212624982931
1686736993,-4119.539662756608
1686736994,-4097.688632746576
1686736995,-4075.6586026808945
1686736996,-4053.4486534512835
1686736997,-4031.0578798719216
1686736998,-4008.485390633112
1686736999,-3985.73030991666
1686737000,-3962.791777667124
1686737001,-3939.6689496458275
1686737002,-3916.360998898279
1686737003,-3892.8671166573185
1686737004,-3869.186511895503
1686737005,-3845.318413035595
1686737006,-3821.2620682639536
1686737007,-3797.0167461384553
1686737008,-3772.581736731925
1686737009,-3747.95635202236
1686737010,-3723.1399268532405
1686737011,-3698.1318196804496
1686737012,-3672.9314130492276
1686737013,-3647.5381144597195
1686737014,-3621.9513577445177
1686737015,-3596.17060317751
1686737016,-3570.195338336518
1686737017,-3544.0250790753635
1686737018,-3517.659370613168
1686737019,-3491.0977878292324
1686737020,-3464.3399361621123
1686737021,-3437.3854529086966
1686737022,-3410.234007665422
1686737023,-3382.8853027999867
1686737024,-3355.3390750567196
1686737025,-3327.5950960911578
1686737026,-3299.653173072962
1686737027,-3271.5131497457623
1686737028,-3243.1749070170335
