2023/06/13 11:26:10.190,2.053538,,,
2023/06/13 11:26:11.000,2.053538,,,
2023/06/13 11:26:12.000,2.053538,,,
2023/06/13 11:26:13.000,2.053538,,,
2023/06/13 11:26:14.000,2.053538,,,
2023/06/13 11:26:15.000,2.053538,,,
2023/06/13 11:26:16.000,2.053538,,,
2023/06/13 11:26:17.000,2.053538,,,
2023/06/13 11:26:18.000,2.053538,,,
2023/06/13 11:26:19.000,2.053538,,,
2023/06/13 11:26:20.000,2.053538,,,
2023/06/13 11:26:21.000,2.053538,,,
2023/06/13 11:26:22.000,2.053538,,,
2023/06/13 11:26:23.000,2.053538,,,
2023/06/13 11:26:24.000,2.053538,,,
2023/06/13 11:26:25.000,2.053538,,,
2023/06/13 11:26:26.000,2.053538,,,
2023/06/13 11:26:27.000,2.053538,,,
2023/06/13 11:26:28.000,2.053538,,,
2023/06/13 11:26:29.000,2.053538,,,
2023/06/13 11:26:30.000,2.053538,,,
2023/06/13 11:26:31.000,2.053537,,,
2023/06/13 11:26:32.000,2.053537,,,
2023/06/13 11:26:33.000,2.053537,,,
2023/06/13 11:26:34.000,2.053537,,,
2023/06/13 11:26:35.000,2.053537,,,
2023/06/13 11:26:36.000,2.053537,,,
2023/06/13 11:26:37.000,2.053537,,,
2023/06/13 11:26:38.000,2.053537,,,
2023/06/13 11:26:39.000,2.053537,,,
2023/06/13 11:26:40.000,2.053537,,,
2023/06/13 11:26:41.000,2.053537,,,
2023/06/13 11:26:42.000,2.053537,,,
2023/06/13 11:26:43.000,2.053537,,,
2023/06/13 11:26:44.000,2.053537,,,
2023/06/13 11:26:45.000,2.053537,,,
2023/06/13 11:26:46.000,2.053537,,,
2023/06/13 11:26:47.000,2.053537,,,
2023/06/13 11:26:48.000,2.053537,,,
2023/06/13 11:26:49.000,2.053537,,,
2023/06/13 11:26:50.000,2.053537,,,
2023/06/13 11:26:51.000,2.053537,,,
2023/06/13 11:26:52.000,2.053537,,,
2023/06/13 11:26:53.000,2.053536,,,
2023/06/13 11:26:54.000,2.053536,,,
2023/06/13 11:26:55.000,2.053536,,,
2023/06/13 11:26:56.000,2.053536,,,
2023/06/13 11:26:57.000,2.053536,,,
2023/06/13 11:26:58.000,2.053536,,,
2023/06/13 11:26:59.000,2.053536,,,
2023/06/13 11:27:00.000,2.053536,,,
2023/06/13 11:27:01.000,2.053536,,,
2023/06/13 11:27:02.000,2.053536,,,
2023/06/13 11:27:03.000,2.053536,,,
2023/06/13 11:27:04.000,2.053536,,,
2023/06/13 11:27:05.000,2.053536,,,
2023/06/13 11:27:06.000,2.053536,,,
2023/06/13 11:27:07.000,2.053536,,,
2023/06/13 11:27:08.000,2.053536,,,
2023/06/13 11:27:09.000,2.053536,,,
2023/06/13 11:27:10.000,2.053536,,,
2023/06/13 11:27:11.000,2.053535,,,
2023/06/13 11:27:12.000,2.053535,,,
2023/06/13 11:27:13.000,2.053535,,,
2023/06/13 11:27:14.000,2.053535,,,
2023/06/13 11:27:15.000,2.053535,,,
2023/06/13 11:27:16.000,2.053535,,,
2023/06/13 11:27:17.000,2.053535,,,
2023/06/13 11:27:18.000,2.053535,,,
2023/06/13 11:27:19.000,2.053535,,,
2023/06/13 11:27:20.000,2.053535,,,
2023/06/13 11:27:21.000,2.053535,,,
2023/06/13 11:27:22.000,2.053535,,,
2023/06/13 11:27:23.000,2.053535,,,
2023/06/13 11:27:24.000,2.053535,,,
2023/06/13 11:27:25.000,2.053535,,,
2023/06/13 11:27:26.000,2.053535,,,
2023/06/13 11:27:27.000,2.053535,,,
2023/06/13 11:27:28.000,2.053534,,,
2023/06/13 11:27:29.000,2.053534,,,
2023/06/13 11:27:30.000,2.053534,,,
2023/06/13 11:27:31.000,2.053534,,,
2023/06/13 11:27:32.000,2.053534,,,
2023/06/13 11:27:33.000,2.053534,,,
2023/06/13 11:27:34.000,2.053534,,,
2023/06/13 11:27:35.000,2.053534,,,
2023/06/13 11:27:36.000,2.053534,,,
2023/06/13 11:27:37.000,2.053534,,,
2023/06/13 11:27:38.000,2.053534,,,
2023/06/13 11:27:39.000,2.053534,,,
2023/06/13 11:27:40.000,2.053534,,,
2023/06/13 11:27:41.000,2.053534,,,
2023/06/13 11:27:42.000,2.053534,,,
2023/06/13 11:27:43.000,2.053533,,,
2023/06/13 11:27:44.000,2.053533,,,
2023/06/13 11:27:45.000,2.053533,,,
2023/06/13 11:27:46.000,2.053533,,,
2023/06/13 11:27:47.000,2.053533,,,
2023/06/13 11:27:48.000,2.053533,,,
2023/06/13 11:27:49.000,2.053533,,,
2023/06/13 11:27:50.000,2.053533,,,
2023/06/13 11:27:51.000,2.053533,,,
2023/06/13 11:27:52.000,2.053533,,,
2023/06/13 11:27:53.000,2.053533,,,
2023/06/13 11:27:54.000,2.053533,,,
2023/06/13 11:27:55.000,2.053533,,,
2023/06/13 11:27:56.000,2.053532,,,
2023/06/13 11:27:57.000,2.053532,,,
2023/06/13 11:27:58.000,2.053532,,,
2023/06/13 11:27:59.000,2.053532,,,
2023/06/13 11:28:00.000,2.053532,,,
